retailer,title,price_eur,unit_measure,product_url,image_url,canonical_unit,canonical_unit_price
ALDI,Protein Milk,1.55,1 L,https://www.aldi.ie/product/clonbawn-protein-milk-000000000000422541,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d458166c-11f4-413b-be01-a553ebe074ce/Protein%20Milk,L,1.55
ALDI,UHT Coconut Milk,1.49,1 L,https://www.aldi.ie/product/actileaf-uht-coconut-milk-000000000000423109,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/7377eec7-1aa5-4fb3-afeb-4bd3489dc036/UHT%20Coconut%20Milk,L,1.49
ALDI,Organic Milk 3.5% Fat,1.49,1 L,https://www.aldi.ie/product/clonbawn-organic-milk-3-5-fat-000000000000416668,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/19791017-7fff-4945-881e-356a39058470/Organic%20Milk%203.5%25%20Fat,L,1.49
ALDI,Evaporated Milk,1.39,0.41 KG,https://www.aldi.ie/product/dessert-menu-evaporated-milk-000000000000335591,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/b37d6374-3e77-47e7-b1ee-373dab35162f/Evaporated%20Milk,kg,3.3902439024390243
ALDI,Milk Chocolate,1.99,0.2 KG,https://www.aldi.ie/product/dairyfine-milk-chocolate-000000000307934001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/63820525-b157-4bee-8272-8e2391e0c0ca/Milk%20Chocolate,kg,9.95
ALDI,Milk Chocolate,2.79,0.125 KG,https://www.aldi.ie/product/moser-roth-milk-chocolate-000000000462502003,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/5a12d178-d4bb-4c9a-ae2a-a87aa6ad3a01/Milk%20Chocolate,kg,22.32
ALDI,Chocolate Flavour Milk Drink,1.89,1 L,https://www.aldi.ie/product/viva-chocolate-flavour-milk-drink-000000000582522001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/3fff037c-f01e-4858-a8a6-b722ac4df6eb/Chocolate%20Flavour%20Milk%20Drink,L,1.89
ALDI,Strawberry Flavour Milk Drink,1.89,1 L,https://www.aldi.ie/product/viva-strawberry-flavour-milk-drink-000000000582522002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/c7008a1b-8205-4446-8a5f-cc7d6e362a62/Strawberry%20Flavour%20Milk%20Drink,L,1.89
ALDI,Irish Fresh Milk 3.5% Fat,1.19,1 L,https://www.aldi.ie/product/clonbawn-irish-fresh-milk-3-5-fat-000000000000450022,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/74761f38-40d8-4d83-b988-cc364a820edf/Irish%20Fresh%20Milk%203.5%25%20Fat,L,1.19
ALDI,Irish Fresh Milk 3.5% Fat,0.72,0.5 L,https://www.aldi.ie/product/clonbawn-irish-fresh-milk-3-5-fat-000000000000450316,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/271db08a-7f50-4b28-b6fc-77b46cafae1a/Irish%20Fresh%20Milk%203.5%25%20Fat,L,1.44
ALDI,Irish Butter Milk <0.5% Fat,1.19,1 L,https://www.aldi.ie/product/clonbawn-irish-butter-milk-0-5-fat-000000000000450450,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/7c515772-687d-452f-b0ba-d9f3863a76d0/Irish%20Butter%20Milk%200.5%25%20Fat,L,1.19
ALDI,Irish LIght Milk 1% Fat,2.35,2 L,https://www.aldi.ie/product/clonbawn-irish-light-milk-1-fat-000000000000476419,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/4f39b194-c7f2-49a3-9289-801968c51882/Irish%20LIght%20Milk%201%25%20Fat,L,1.175
ALDI,Irish Light Milk 1% Fat,1.19,1 L,https://www.aldi.ie/product/clonbawn-irish-light-milk-1-fat-000000000000476437,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d055c0cd-2bc7-480d-8f24-942aab731723/Irish%20Light%20Milk%201%25%20Fat,L,1.19
ALDI,Irish Fresh Milk 3.5% Fat,2.35,2 L,https://www.aldi.ie/product/clonbawn-irish-fresh-milk-3-5-fat-000000000000476447,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/c5b02acf-e81d-4ab5-ba8d-054b61bc3eed/Irish%20Fresh%20Milk%203.5%25%20Fat,L,1.175
ALDI,Irish Whole Mega Milk 3.5% Fat,2.25,1.75 L,https://www.aldi.ie/product/clonbawn-irish-whole-mega-milk-3-5-fat-000000000000422116,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/3f7b8430-d306-46aa-a7ee-df594f9f7d90/Irish%20Whole%20Mega%20Milk%203.5%25%20Fat,L,1.2857142857142858
ALDI,Irish Whole Mega Milk 3.5% Fat,1.29,1 L,https://www.aldi.ie/product/clonbawn-irish-whole-mega-milk-3-5-fat-000000000000422537,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/e8a79296-c3c4-40d1-9065-7e1bd53aef06/Irish%20Whole%20Mega%20Milk%203.5%25%20Fat,L,1.29
ALDI,Irish Lactose Free Milk 1.3% Fat,1.55,1 L,https://www.aldi.ie/product/clonbawn-irish-lactose-free-milk-1-3-fat-000000000000422544,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/8451b72b-d3f6-42d9-8fcc-70de75872035/Irish%20Lactose%20Free%20Milk%201.3%25%20Fat,L,1.55
ALDI,Craze Milk Chocolate,1.45,0.375 KG,https://www.aldi.ie/product/harvest-morn-craze-milk-chocolate-000000000000307869,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/7c0d074e-cf74-4fdb-86cf-47612327a94f/Craze%20Milk%20Chocolate,kg,3.8666666666666667
ALDI,Milk Chocolate Digestives,0.79,0.3 KG,https://www.aldi.ie/product/belmont-milk-chocolate-digestives-000000000000381903,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/381f57d1-db70-4f89-bb5e-d014ce84eaa8/Milk%20Chocolate%20Digestives,kg,2.6333333333333337
ALDI,Malted Milk Biscuits,0.85,0.2 KG,https://www.aldi.ie/product/belmont-malted-milk-000000000000383319,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/c46fc942-e86b-4896-9398-b5086de9df19/Malted%20Milk%20Biscuits,kg,4.25
ALDI,Sweetened Condensed Milk,1.39,0.397 KG,https://www.aldi.ie/product/dessert-menu-sweetened-condensed-milk-000000000000605077,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/57d16a99-da76-4f46-879e-d5f86e125cff/Sweetened%20Condensed%20Milk,kg,3.501259445843828
ALDI,Milk Chocolate Chips,1.09,0.1 KG,https://www.aldi.ie/product/the-pantry-milk-chocolate-chips-000000000383282001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/79e9f4b9-0199-4517-b5f5-bf5a1366df08/Milk%20Chocolate%20Chips,kg,10.9
ALDI,Milk Cooking Chocolate,1.19,0.15 KG,https://www.aldi.ie/product/the-pantry-milk-cooking-chocolate-000000000386579002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/cc4ce1de-35e0-42a9-9380-49afeac6d7d3/Milk%20Cooking%20Chocolate,kg,7.933333333333334
ALDI,Milk Chocolate Buttons,0.93,0.07 KG,https://www.aldi.ie/product/dairyfine-milk-chocolate-buttons-000000000405459001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d905c175-a3f8-458d-a75e-e37514f8551f/Milk%20Chocolate%20Buttons,kg,13.285714285714285
ALDI,Milk Hazelnut Chocolate,1.55,0.1 KG,https://www.aldi.ie/product/choceur-milk-hazelnut-chocolate-000000000466400002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/a4de434d-090a-4e42-9d76-5556aa2bc2a7/Milk%20Hazelnut%20Chocolate,kg,15.5
ALDI,Milk Chocolate Peanuts,1.19,0.18 Pack,https://www.aldi.ie/product/dairyfine-chocolate-peanuts-000000000475853002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/582a583a-6bbf-4bcb-8ee1-09500ef1a447/Milk%20Chocolate%20Peanuts,egg,0.0661111111111111
ALDI,Milk Chocolate Fingers,1.09,0.125 KG,https://www.aldi.ie/product/dairyfine-milk-chocolate-fingers-000000000531750001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/b3198807-fa18-44bd-a929-5dc747d0472d/Milk%20Chocolate%20Fingers,kg,8.72
ALDI,Irish Low Fat Mega Milk 1% Fat,2.19,1.75 L,https://www.aldi.ie/product/clonbawn-irish-low-fat-mega-milk-1-fat-000000000000416148,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/55b4a451-d414-4cf2-9f8a-dd6deda504c6/Irish%20Low%20Fat%20Mega%20Milk%201%25%20Fat,L,1.2514285714285713
ALDI,Irish Low Fat Mega Milk 1% Fat,1.29,1 L,https://www.aldi.ie/product/clonbawn-irish-low-fat-mega-milk-1-fat-000000000000422534,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/ba5b7d45-70ef-4fee-a2de-b9909bc4b550/Irish%20Low%20Fat%20Mega%20Milk%201%25%20Fat,L,1.29
ALDI,Irish Skimmed Milk with Added Vitamins <0.5% Fat,1.19,1 L,https://www.aldi.ie/product/clonbawn-irish-skimmed-milk-with-added-vitamins-0-5-fat-000000000000450400,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/f976c028-a00c-4886-b1a1-a63e36388984/Irish%20Skimmed%20Milk%20with%20Added%20Vitamins%200.5%25%20Fat,L,1.19
ALDI,Milk Brioche Rolls,1.49,0.35 KG,https://www.aldi.ie/product/bon-appetit-milk-brioche-rolls-000000000000262586,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/fa096764-6139-4552-8098-2840e9446fad/Milk%20Brioche%20Rolls,kg,4.257142857142857
ALDI,Cadbury Dairy Milk,1.99,0.095 KG,https://www.aldi.ie/product/cadbury-cadbury-dairy-milk-000000000402395001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/8446db7c-440e-47a3-aba3-221b889ca3c6/Cadbury%20Dairy%20Milk,kg,20.94736842105263
ALDI,Milk Chocolate Crumbly Oaties,1.09,0.3 KG,https://www.aldi.ie/product/belmont-chocolate-oaties-000000000000384460,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d668fd62-8d64-490d-8c1f-f5f69171b9d8/Milk%20Chocolate%20Crumbly%20Oaties,kg,3.6333333333333337
ALDI,Giant Milk Chocolate Buttons,2.19,0.12 KG,https://www.aldi.ie/product/dairyfine-giant-milk-chocolate-buttons-000000000297180002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/8b18524e-4d91-49c9-b3ed-054b5f5f818a/Giant%20Milk%20Chocolate%20Buttons,kg,18.25
ALDI,Milk Chocolate Butter Biscuits,1.35,0.125 KG,https://www.aldi.ie/product/belmont-milk-chocolate-biscuits-000000000382671002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d3bddeb4-d75f-4db8-9c56-2da84dbd536d/Milk%20Chocolate%20Butter%20Biscuits,kg,10.8
ALDI,Viennese Milk Chocolate Fingers,1.49,0.12 KG,https://www.aldi.ie/product/belmont-viennese-milk-chocolate-fingers-000000000386050001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/bbb6d90e-e860-4144-be65-a0bc145884ef/Viennese%20Milk%20Chocolate%20Fingers,kg,12.416666666666668
ALDI,Milk Chocolate Bubbly Bar,1.29,0.1 KG,https://www.aldi.ie/product/dairyfine-milk-chocolate-bubbly-bars-000000000405385001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/94d03ae9-7220-460b-b40a-6573bbca5fa4/Milk%20Chocolate%20Bubbly%20Bar,kg,12.9
ALDI,Milk & Cereal Breakfast Biscuits,1.59,0.225 KG,https://www.aldi.ie/product/harvest-morn-milk-cereal-breakfast-biscuits-000000000518222001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/1a7ebce0-d34f-4db7-8c55-c15d0b8a7517/Milk%20%20Cereal%20Breakfast%20Biscuits,kg,7.066666666666666
ALDI,Milk Chocolate Bon Bons,3.29,0.2 KG,https://www.aldi.ie/product/dairyfine-milk-chocolate-bon-bons-000000000589861002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/ff1513b4-1dab-4190-8281-1b158a31a6a1/Milk%20Chocolate%20Bon%20Bons,kg,16.45
ALDI,Mini Milk Chocolate Biscuits,1.49,0.15 KG,https://www.aldi.ie/product/belmont-mini-milk-chocolate-biscuits-000000000599294003,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/2b205e5e-784f-4c6c-95da-dfec697fc726/Mini%20Milk%20Chocolate%20Biscuits,kg,9.933333333333334
ALDI,Stage 2 Follow On Milk,16.49,0.8 KG,https://www.aldi.ie/product/aptamil-stage-2-follow-on-milk-000000000000348454,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/4b65f061-3a69-4eea-9c78-45edd63df5c7/Stage%202%20Follow%20On%20Milk,kg,20.612499999999997
ALDI,Orange Milk Chocolate Almonds,1.65,1 Each,https://www.aldi.ie/product/forest-feast-chocolate-orange-milk-chocolate-000000000000525425,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/eeddfc04-7b71-42a4-a3a9-2cb895259eec/Orange%20Milk%20Chocolate%20Almonds,,
ALDI,Whole Milk Natural Yogurt,1.69,1 KG,https://www.aldi.ie/product/killowen-whole-milk-natural-yogurt-000000000000529234,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d960207f-98ee-4eff-b053-1245603b81bd/Whole%20Milk%20Natural%20Yogurt,kg,1.69
ALDI,Handmade Milk Chocolate Bar,2.79,0.1 KG,https://www.aldi.ie/product/r-is-n-s-handmade-milk-chocolate-bar-000000000400375006,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/17189801-46df-4439-8771-0c4e7ffc089c/Handmade%20Milk%20Chocolate%20Bar,kg,27.9
ALDI,Milk Chocolate Corn Cake,1.35,0.1 KG,https://www.aldi.ie/product/forever-health-milk-chocolate-corn-cake-000000000546713001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/1c1d4bb4-06a3-4f1f-a0aa-b00e8712dd35/Milk%20Chocolate%20Corn%20Cake,kg,13.5
ALDI,Stage 1 First Infant Milk,8.99,0.8 KG,https://www.aldi.ie/product/mamia-stage-1-milk-000000000000480382,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/7812ca37-feb3-4a41-b87a-80964eba2006/Stage%201%20First%20Infant%20Milk,kg,11.237499999999999
ALDI,Milk Chocolate Mini Rice Cakes,1.35,0.06 KG,https://www.aldi.ie/product/harvest-morn-milk-chocolate-mini-rice-cakes-000000000335835001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/db2b42ae-47b2-45d5-8fc1-4dc61273c1d9/Milk%20Chocolate%20Mini%20Rice%20Cakes,kg,22.500000000000004
ALDI,Milk Chocolate Coated Rice Cakes,1.19,0.15 KG,https://www.aldi.ie/product/harvest-morn-milk-chocolate-coated-rice-cakes-000000000588491002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/e729bd7e-c136-4467-b665-f5b6fe6d0b78/Milk%20Chocolate%20Coated%20Rice%20Cakes,kg,7.933333333333334
ALDI,Stage 1 First Infant Milk,16.49,0.8 KG,https://www.aldi.ie/product/aptamil-stage-1-first-infant-milk-000000000000348453,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/49fbce1d-e6b6-4568-8c53-274424653cf5/Stage%201%20First%20Infant%20Milk,kg,20.612499999999997
ALDI,Milk Chocolate Christmas Tree Biscuits,2.19,0.2 KG,https://www.aldi.ie/product/perfect-christmas-milk-chocolate-christmas-tree-biscuits-000000000576870001,https://dm.emea.cms.aldi.cx/is/content/aldiprodeu/GB%20Fallback%20Image%203-no%20text,kg,10.95
ALDI,Strawberry Protein Drink,1.69,0.33 L,https://www.aldi.ie/product/pro-x-strawberry-protein-drink-000000000605509002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/695519c4-9580-41fc-a05e-71680d2dbaf2/Strawberry%20Protein%20Drink,L,5.121212121212121
ALDI,Milk Chocolate Wafer Bars 9 Pack,1.15,0.162 KG,https://www.aldi.ie/product/belmont-milk-chocolate-wafer-bars-9-pack-000000000000386406,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/c3517652-c2c7-48e2-bf4d-48dcc4472251/Milk%20Chocolate%20Wafer%20Bars%209%20Pack,kg,7.098765432098765
ALDI,Natural Organic Whole Milk Irish Yogurt,1.15,0.5 KG,https://www.aldi.ie/product/duneen-organic-wholemilk-000000000000423423,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/5da2a377-b340-46ff-9a5e-5094d3893300/Natural%20Organic%20Whole%20Milk%20Irish%20Yogurt,kg,2.3
ALDI,Milk Chocolate Mini Tablets 5 Pack,2.79,0.2 KG,https://www.aldi.ie/product/choceur-milk-chocolate-mini-tablets-5-pack-000000000294729003,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d4eeb4f9-3775-4046-8d4f-4c14abf83cfe/Milk%20Chocolate%20Mini%20Tablets%205%20Pack,kg,13.95
ALDI,Milk Chocolate Digestives Minis 7 Pack,1.49,0.133 KG,https://www.aldi.ie/product/belmont-mini-chocolate-digestives-000000000592296001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/0a3a0c1a-baac-450a-b2fd-2c5bfad76e3f/Milk%20Chocolate%20Digestives%20Minis%207%20Pack,kg,11.203007518796992
ALDI,Barista Style Oat Drink,1.19,1 L,https://www.aldi.ie/product/actileaf-foamable-oat-drink-000000000000417675,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/a2374a91-14e4-4585-b49c-994e2ea49871/Barista%20Style%20Oat%20Drink,L,1.19
ALDI,No Sugars Oat Drink,1.19,1 L,https://www.aldi.ie/product/actileaf-no-sugars-oat-drink-000000000000633294,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/4a64fd74-dab7-4f7f-96b0-072fc4abe53b/No%20Sugars%20Oat%20Drink,L,1.19
ALDI,Milk Chocolate Seal Biscuit Bars 8 Pack,1.75,0.202 KG,https://www.aldi.ie/product/belmont-seal-biscuit-bars-000000000000382361,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/f3154c7f-6a6a-47fa-a7c7-464d289a2f03/Milk%20Chocolate%20Seal%20Biscuit%20Bars%208%20Pack,kg,8.663366336633663
ALDI,Milk Chocolate Caramel Wafer Bars 8 Pack,1.69,0.224 KG,https://www.aldi.ie/product/belmont-milk-chocolate-caramel-wafer-bars-8-pack-000000000000386404,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/1acdac06-142c-4a02-8578-ecf5e4f27b5c/Milk%20Chocolate%20Caramel%20Wafer%20Bars%208%20Pack,kg,7.544642857142857
ALDI,Milk Chocolate Rice Cake Bars 5 Pack,1.99,0.09 KG,https://www.aldi.ie/product/savour-bakes-milk-chocolate-rice-cake-bars-5-pack-000000000447136001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/d98c4f96-172b-496e-a9b7-22e4ca8e036d/Milk%20Chocolate%20Rice%20Cake%20Bars%205%20Pack,kg,22.11111111111111
ALDI,Smooth Praline Milk Chocolate Mini Tablets 5 Pack,2.79,0.2 KG,https://www.aldi.ie/product/choceur-smooth-praline-milk-chocolate-mini-tablets-5-pack-000000000294729002,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/ec0aaec2-0101-43d2-bf47-de88c471b772/Smooth%20Praline%20Milk%20Chocolate%20Mini%20Tablets%205%20Pack,kg,13.95
ALDI,Stage 1 Ready to Feed First Instant Milk 6 Pack,7.75,1.2 L,https://www.aldi.ie/product/aptamil-stage-1-ready-to-feed-first-instant-milk-6-pack-000000000000579729,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/8614cb2d-e864-4395-89e9-fbb9790d3545/Stage%201%20Ready%20to%20Feed%20First%20Instant%20Milk%206%20Pack,L,6.458333333333334
ALDI,Strawberry Magic Sipper 5 Pack,1.69,1 Each,https://www.aldi.ie/product/quick-milk-strawberry-magic-sipper-5-pack-000000000000581198,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/1a218c16-8e00-4aca-9102-b05c033389ba/Strawberry%20Magic%20Sipper%205%20Pack,egg,0.33799999999999997
ALDI,Wholewheat Bread,2.19,0.5 KG,https://www.aldi.ie/product/mccambridge-mccambridge-stoneground-wheaten-000000000000387229,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/00ba2633-0daa-445c-a69c-e28cdfadd8a8/Wholewheat%20Bread,kg,4.38
ALDI,Multigrain Sliced Bread,1.59,0.8 KG,https://www.aldi.ie/product/ballymore-crust-multigrain-bread-000000000000382198,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/9b6d3497-a107-45bc-b22f-93c771f4a5b4/Multigrain%20Sliced%20Bread,kg,1.9875
ALDI,Vienna Sliced Bread,1.79,0.5 KG,https://www.aldi.ie/product/specially-selected-vienna-bread-000000000000383737,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/414b9a3f-dbec-4d5a-a4e6-79e2c9b76760/Vienna%20Sliced%20Bread,kg,3.58
ALDI,White Sliced Bread,0.75,0.4 KG,https://www.aldi.ie/product/ballymore-crust-white-bread-400g-000000000000635502,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/2d2a317a-be3f-4817-9134-89ef07759415/White%20Sliced%20Bread,kg,1.875
ALDI,Wholegrain Brown Bread,2.09,0.8 KG,https://www.aldi.ie/product/brennans-wholegrain-bread-800g-000000000000383334,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/b15eebc8-de91-4e98-a715-6ac04fcad4e1/Wholegrain%20Brown%20Bread,kg,2.6125
ALDI,100% Wholemeal Sliced Bread,1.09,0.8 KG,https://www.aldi.ie/product/ballymore-crust-100-wholemeal-000000000000381837,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/63bdd3c5-73ad-4af4-a8e5-33309fa1ce59/100%25%20Wholemeal%20Sliced%20Bread,kg,1.3625
ALDI,Wholemeal Thins Sliced Bread,1.49,0.6 KG,https://www.aldi.ie/product/ballymore-crust-wholemeal-thins-600g-000000000000381908,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/0d725e18-8764-4801-839a-772f00eeb4e8/Wholemeal%20Thins%20Sliced%20Bread,kg,2.4833333333333334
ALDI,Fresh Brown Sliced Bread,0.95,0.8 KG,https://www.aldi.ie/product/ballymore-crust-fresh-brown-sliced-bread-000000000000382190,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/4c2e4a41-ee0b-4928-9156-6096473ba7ee/Fresh%20Brown%20Sliced%20Bread,kg,1.1874999999999998
ALDI,Fresh White Sliced Bread,0.85,0.8 KG,https://www.aldi.ie/product/ballymore-crust-fresh-white-sliced-bread-000000000000382191,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/418256eb-80c3-4661-818a-c8034d50e7df/Fresh%20White%20Sliced%20Bread,kg,1.0625
ALDI,Buttermilk Soda Sliced Bread,0.99,0.6 KG,https://www.aldi.ie/product/ballymore-crust-buttermilk-soda-bread-000000000000382196,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/e1a19636-9955-4a8e-b887-7cf9a42e246a/Buttermilk%20Soda%20Sliced%20Bread,kg,1.6500000000000001
ALDI,Farmhouse Soda Sliced Bread,0.89,0.5 KG,https://www.aldi.ie/product/ballymore-crust-farmhouse-soda-500g-000000000000384422,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/3c801a0e-919e-49ec-b981-f1bfd56ab1a5/Farmhouse%20Soda%20Sliced%20Bread,kg,1.78
ALDI,Wholewheat Sliced Brown Bread,0.99,0.5 KG,https://www.aldi.ie/product/ballymore-crust-buttermilk-wheaten-500g-000000000000386959,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/8628358a-9e52-47b0-962a-7479b4a2a627/Wholewheat%20Sliced%20Brown%20Bread,kg,1.98
ALDI,Simply Both Sliced Bread,1.05,0.8 KG,https://www.aldi.ie/product/ballymore-crust-simply-both-000000000000388005,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/c54f1497-3fe1-46bb-9542-1248cbeced39/Simply%20Both%20Sliced%20Bread,kg,1.3125
ALDI,100% Wholemeal Sliced Bread,0.85,0.8 KG,https://www.aldi.ie/product/pat-the-baker-wholemeal-bread-400g-000000000635007001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/b3ca6d7f-33ad-410c-855d-c5f581b2a044/100%25%20Wholemeal%20Sliced%20Bread,kg,1.0625
ALDI,White Family Pan Sliced Bread,1.09,0.8 KG,https://www.aldi.ie/product/ballymore-crust-white-family-pan-sliced-bread-000000000000382199,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/64014939-85e5-4da9-8c9d-4bf1dbfcec1c/White%20Family%20Pan%20Sliced%20Bread,kg,1.3625
ALDI,Seeded Mega Toast Sliced Bread,1.79,0.8 KG,https://www.aldi.ie/product/ballymore-crust-seeded-mega-toast-000000000000386158,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/aa472cd4-21d5-4c93-a30f-d632616124a0/Seeded%20Mega%20Toast%20Sliced%20Bread,kg,2.2375
ALDI,Brown Crusty Pan Sliced Bread,1.49,0.8 KG,https://www.aldi.ie/product/ballymore-crust-brown-crusty-pan-sliced-bread-000000000381985001,https://dm.emea.cms.aldi.cx/is/image/aldiprodeu/product/jpg/scaleWidth/232/ac84f946-213a-4e88-ade9-cd176ee63d01/Brown%20Crusty%20Pan%20Sliced%20Bread,kg,1.8624999999999998
